territoire_id,indicateur,valeur
57,Mode de transport (%) - Animaux,0.5
57,Mode de transport (%) - Autre,0.0
57,Mode de transport (%) - Ne se déplace pas,0.5
58,Population sédentaire active occupée (15+),2941.0
58,Mode de transport (%) - À pieds,38.8
58,Mode de transport (%) - Motocycle/ Bicyclette,15.2
58,Mode de transport (%) - Voiture privée,9.0
58,Mode de transport (%) - Bus,8.7
58,Mode de transport (%) - Taxi,4.7
58,Mode de transport (%) - Transport de l'employeur / Etablissement,3.9
58,Mode de transport (%) - Train,0.0
58,Mode de transport (%) - Tram,0.0
58,Mode de transport (%) - Transport informel,5.3
58,Mode de transport (%) - Animaux,0.4
58,Mode de transport (%) - Autre,0.6
58,Mode de transport (%) - Ne se déplace pas,13.5
59,Population sédentaire active occupée (15+),1797.0
59,Mode de transport (%) - À pieds,51.4
59,Mode de transport (%) - Motocycle/ Bicyclette,3.7
59,Mode de transport (%) - Voiture privée,3.1
59,Mode de transport (%) - Bus,11.5
59,Mode de transport (%) - Taxi,5.1
59,Mode de transport (%) - Transport de l'employeur / Etablissement,10.1
59,Mode de transport (%) - Train,0.1
59,Mode de transport (%) - Tram,0.0
59,Mode de transport (%) - Transport informel,4.8
59,Mode de transport (%) - Animaux,0.2
59,Mode de transport (%) - Autre,0.4
59,Mode de transport (%) - Ne se déplace pas,9.5
60,Population sédentaire active occupée (15+),2596.0
60,Mode de transport (%) - À pieds,67.0
60,Mode de transport (%) - Motocycle/ Bicyclette,1.1
60,Mode de transport (%) - Voiture privée,1.9
60,Mode de transport (%) - Bus,7.1
60,Mode de transport (%) - Taxi,4.2
60,Mode de transport (%) - Transport de l'employeur / Etablissement,2.8
60,Mode de transport (%) - Train,0.0
60,Mode de transport (%) - Tram,0.0
60,Mode de transport (%) - Transport informel,3.6
60,Mode de transport (%) - Animaux,9.3
60,Mode de transport (%) - Autre,0.2
60,Mode de transport (%) - Ne se déplace pas,2.6
61,Population sédentaire active occupée (15+),1796.0
61,Mode de transport (%) - À pieds,68.0
61,Mode de transport (%) - Motocycle/ Bicyclette,0.1
61,Mode de transport (%) - Voiture privée,0.4
61,Mode de transport (%) - Bus,0.0
61,Mode de transport (%) - Taxi,2.4
61,Mode de transport (%) - Transport de l'employeur / Etablissement,0.5
61,Mode de transport (%) - Train,0.0
61,Mode de transport (%) - Tram,0.0
61,Mode de transport (%) - Transport informel,2.3
61,Mode de transport (%) - Animaux,1.3
61,Mode de transport (%) - Autre,0.1
61,Mode de transport (%) - Ne se déplace pas,24.8
62,Population sédentaire active occupée (15+),2122.0
62,Mode de transport (%) - À pieds,56.9
62,Mode de transport (%) - Motocycle/ Bicyclette,0.2
62,Mode de transport (%) - Voiture privée,1.8
62,Mode de transport (%) - Bus,0.2
62,Mode de transport (%) - Taxi,2.6
62,Mode de transport (%) - Transport de l'employeur / Etablissement,2.6
62,Mode de transport (%) - Train,0.1
62,Mode de transport (%) - Tram,0.0
62,Mode de transport (%) - Transport informel,1.1
62,Mode de transport (%) - Animaux,10.1
62,Mode de transport (%) - Autre,0.0
62,Mode de transport (%) - Ne se déplace pas,24.3
63,Population sédentaire active occupée (15+),2545.0
63,Mode de transport (%) - À pieds,93.3
63,Mode de transport (%) - Motocycle/ Bicyclette,0.0
63,Mode de transport (%) - Voiture privée,0.2
63,Mode de transport (%) - Bus,0.7
63,Mode de transport (%) - Taxi,0.2
63,Mode de transport (%) - Transport de l'employeur / Etablissement,0.7
63,Mode de transport (%) - Train,0.0
63,Mode de transport (%) - Tram,0.0
63,Mode de transport (%) - Transport informel,1.6
63,Mode de transport (%) - Animaux,2.3
63,Mode de transport (%) - Autre,0.0
63,Mode de transport (%) - Ne se déplace pas,0.9
64,Population sédentaire active occupée (15+),4928.0
64,Mode de transport (%) - À pieds,75.6
64,Mode de transport (%) - Motocycle/ Bicyclette,0.0
64,Mode de transport (%) - Voiture privée,1.5
64,Mode de transport (%) - Bus,10.4
64,Mode de transport (%) - Taxi,1.1
64,Mode de transport (%) - Transport de l'employeur / Etablissement,2.3
64,Mode de transport (%) - Train,0.0
64,Mode de transport (%) - Tram,0.0
64,Mode de transport (%) - Transport informel,5.3
64,Mode de transport (%) - Animaux,0.6
64,Mode de transport (%) - Autre,0.2
64,Mode de transport (%) - Ne se déplace pas,3.0
65,Population sédentaire active occupée (15+),4099.0
65,Mode de transport (%) - À pieds,85.9
65,Mode de transport (%) - Motocycle/ Bicyclette,0.3
65,Mode de transport (%) - Voiture privée,0.4
65,Mode de transport (%) - Bus,1.2
65,Mode de transport (%) - Taxi,1.8
65,Mode de transport (%) - Transport de l'employeur / Etablissement,1.1
65,Mode de transport (%) - Train,0.0
65,Mode de transport (%) - Tram,0.0
65,Mode de transport (%) - Transport informel,4.5
65,Mode de transport (%) - Animaux,0.3
65,Mode de transport (%) - Autre,0.0
65,Mode de transport (%) - Ne se déplace pas,4.4
66,Population sédentaire active occupée (15+),2105.0
66,Mode de transport (%) - À pieds,85.7
66,Mode de transport (%) - Motocycle/ Bicyclette,0.5
66,Mode de transport (%) - Voiture privée,0.3
66,Mode de transport (%) - Bus,1.2
66,Mode de transport (%) - Taxi,0.7
66,Mode de transport (%) - Transport de l'employeur / Etablissement,0.1
66,Mode de transport (%) - Train,0.0
66,Mode de transport (%) - Tram,0.0
66,Mode de transport (%) - Transport informel,1.1
66,Mode de transport (%) - Animaux,0.6
66,Mode de transport (%) - Autre,0.0
66,Mode de transport (%) - Ne se déplace pas,9.7
67,Population sédentaire active occupée (15+),2244.0
67,Mode de transport (%) - À pieds,35.0
67,Mode de transport (%) - Motocycle/ Bicyclette,2.7
67,Mode de transport (%) - Voiture privée,9.2
67,Mode de transport (%) - Bus,18.2
67,Mode de transport (%) - Taxi,10.5
67,Mode de transport (%) - Transport de l'employeur / Etablissement,6.1
67,Mode de transport (%) - Train,0.1
67,Mode de transport (%) - Tram,0.0
67,Mode de transport (%) - Transport informel,9.2
67,Mode de transport (%) - Animaux,0.0
67,Mode de transport (%) - Autre,0.1
67,Mode de transport (%) - Ne se déplace pas,8.8
68,Population sédentaire active occupée (15+),2529.0
68,Mode de transport (%) - À pieds,55.0
68,Mode de transport (%) - Motocycle/ Bicyclette,0.5
68,Mode de transport (%) - Voiture privée,3.8
68,Mode de transport (%) - Bus,8.4
68,Mode de transport (%) - Taxi,0.5
68,Mode de transport (%) - Transport de l'employeur / Etablissement,1.0
68,Mode de transport (%) - Train,0.0
68,Mode de transport (%) - Tram,0.0
68,Mode de transport (%) - Transport informel,19.5
68,Mode de transport (%) - Animaux,4.5
68,Mode de transport (%) - Autre,0.0
68,Mode de transport (%) - Ne se déplace pas,6.7
69,Population sédentaire active occupée (15+),5159.0
69,Mode de transport (%) - À pieds,36.0
69,Mode de transport (%) - Motocycle/ Bicyclette,12.2
69,Mode de transport (%) - Voiture privée,7.7
69,Mode de transport (%) - Bus,4.1
69,Mode de transport (%) - Taxi,18.7
69,Mode de transport (%) - Transport de l'employeur / Etablissement,3.8
69,Mode de transport (%) - Train,0.2
69,Mode de transport (%) - Tram,0.0
69,Mode de transport (%) - Transport informel,5.5
69,Mode de transport (%) - Animaux,0.1
69,Mode de transport (%) - Autre,0.6
69,Mode de transport (%) - Ne se déplace pas,11.1
70,Population sédentaire active occupée (15+),3182.0
70,Mode de transport (%) - À pieds,38.5
70,Mode de transport (%) - Motocycle/ Bicyclette,10.1
70,Mode de transport (%) - Voiture privée,8.9
70,Mode de transport (%) - Bus,20.8
70,Mode de transport (%) - Taxi,10.1
70,Mode de transport (%) - Transport de l'employeur / Etablissement,5.3
70,Mode de transport (%) - Train,0.0
70,Mode de transport (%) - Tram,0.0
70,Mode de transport (%) - Transport informel,0.9
70,Mode de transport (%) - Animaux,0.3
70,Mode de transport (%) - Autre,0.9
70,Mode de transport (%) - Ne se déplace pas,4.2
71,Population sédentaire active occupée (15+),3303.0
71,Mode de transport (%) - À pieds,48.3
71,Mode de transport (%) - Motocycle/ Bicyclette,2.7
71,Mode de transport (%) - Voiture privée,1.4
71,Mode de transport (%) - Bus,1.1
71,Mode de transport (%) - Taxi,4.7
71,Mode de transport (%) - Transport de l'employeur / Etablissement,0.2
71,Mode de transport (%) - Train,0.0
71,Mode de transport (%) - Tram,0.0
71,Mode de transport (%) - Transport informel,12.6
71,Mode de transport (%) - Animaux,12.8
